"Type","ID","Message Text","Source File","Definition in Code"
"DMsg","object needs to be open","{The subj obj} need{s/ed} to be open for that.","precond.t","DMsg(object needs to be open, '{The subj obj} need{s/ed} to be open for that. ');"
"DMsg","obj needs to be closed","{The subj obj} need{s/ed} to be closed for that.","precond.t","DMsg(obj needs to be closed, '{The subj obj} need{s/ed} to be closed for that. ');"
"DMsg","need to hold","{I} need{s/ed} to be holding {the obj} to do that.","precond.t","DMsg(need to hold, '{I} need{s/ed} to be holding {the obj} to do that. ');"
"DMsg","cannot do that while wearing","{I} {can\'t} do that while {he actor}{\'m} wearing {the obj).","precond.t","DMsg(cannot do that while wearing, '{I} {can\'t} do that while {he actor}{\'m} wearing {the obj). ');"
"DMsg","cannot do that while attached","{I} {can\'t} do that while {the subj obj} is attached to {the att).","precond.t","DMsg(cannot do that while attached, '{I} {can\'t} do that while {the subj obj} is attached to {the att). ');"
"DMsg","no staging loc","{The subj obj} {can\'t} be reached.","precond.t","DMsg(no staging loc, '{The subj obj} {can\'t} be reached. ');"
"DMsg","not in staging location","{I} need{s/ed} to be <<if stagingLoc.ofKind(Room)>> directly <<end>> {in stagingloc} to do that.","precond.t","DMsg(not in staging location, '{I} need{s/ed} to be <<if stagingLoc.ofKind(Room)>> directly <<end>> {in stagingloc} to do that. ');"
"DMsg","full score item points","\n <<totalPoints>> point<<totalPoints == 1 ? '' : 's'>> for","score.t","DMsg(full score item points, '\n <<totalPoints>> point<<totalPoints == 1 ? '' : 's'>> for ');"
"DMsg","full score prefix","Your score consists of:","score.t","DMsg(full score prefix, 'Your score consists of:');"
"DMsg","basic score change","''Your <<aHref('full score', 'score', 'Show full score')>> has just <<delta > 0 ? 'in' : 'de'>>creased by <<spellNumber(delta > 0 ? delta : -delta)>> point<<delta is in (1, -1) ? '' : 's'>>. ''","score.t","DMsg(basic score change, '''Your <<aHref('full score', 'score', 'Show full score')>> has just <<delta > 0 ? 'in' : 'de'>>creased by <<spellNumber(delta > 0 ? delta : -delta)>> point<<delta is in (1, -1) ? '' : 's'>>. ''');"
"DMsg","show score","In {1} turn<<turns == 1 ? '' : 's'>> you have scored {2} of a total {3} point<<maxPoints == 1 ? '' : 's'>>. ', turns, points, maxPoints","score.t","DMsg(show score, 'In {1} turn<<turns == 1 ? '' : 's'>> you have scored {2} of a total {3} point<<maxPoints == 1 ? '' : 's'>>. ', turns, points, maxPoints);"
"DMsg","show score no max","In {1} turn<<turns == 1 ? '' : 's'>> you have scored {2} point<<points == 1 ? '' : 's'>>. ', turns, points","score.t","DMsg(show score no max, 'In {1} turn<<turns == 1 ? '' : 's'>> you have scored {2} point<<points == 1 ? '' : 's'>>. ', turns, points);"
"DMsg","show score rank","This makes you {1}. ', msg","score.t","DMsg(show score rank, 'This makes you {1}. ', msg ); "
"DMsg","short notify status","NOTIFY <<isOn ? 'ON' : 'OFF'>>","score.t","DMsg(short notify status, 'NOTIFY <<isOn ? 'ON' : 'OFF'>>');"
"DMsg","remote contents prefix","<.p>\^{1} {i} {see} ', irName","senseRegion.t","DMsg(remote contents prefix, '<.p>\^{1} {i} {see} ', irName); "
"DMsg","remote contents suffix",".","senseRegion.t","DMsg(remote contents suffix, '. '); "
"DMsg","remote subcontents prefix","<.p>\^{1} <<pl ? '{plural}","senseRegion.t","DMsg(remote subcontents prefix, '<.p>\^{1} <<pl ? '{plural}"
"DMsg","remote subcontents suffix",".","senseRegion.t","DMsg(remote subcontents suffix, '. '); "
"DMsg","corrected spelling","(<i>{1}</i>)<br>', str","spelling.t","DMsg(corrected spelling, '(<i>{1}</i>)<br>', str);"
"DMsg","dark desc","It{dummy} {is} pitch black; {i} {can\'t} see a thing.","thing.t","DMsg(dark desc, 'It{dummy} {is} pitch black; {i} {can\'t} see a thing. '); "
"DMsg","list immediate container","{I} {am} {in loc}. <.p>","thing.t","DMsg(list immediate container, '{I} {am} {in loc}. <.p>');"
"DMsg","nothing special","{I} {see} nothing special about {1}. ', theName","thing.t","DMsg(nothing special, '{I} {see} nothing special about {1}. ', theName); "
"DMsg","too big","{The subj obj} {is} too big to fit {1} {2}. ', objInPrep, theName","thing.t","DMsg(too big, '{The subj obj} {is} too big to fit {1} {2}. ', objInPrep, theName);"
"DMsg","no room","There {dummy} {is} not enough room {1} {2} for {the obj). ', objInPrep, theName","thing.t","DMsg(no room, 'There {dummy} {is} not enough room {1} {2} for {the obj). ', objInPrep, theName); "
"DMsg","cannot command thing","There{dummy}\'s no point trying to give orders to {1}. ', aName","thing.t","DMsg(cannot command thing, 'There{dummy}\'s no point trying to give orders to {1}. ', aName);"
"DMsg","taste nothing","{I} taste{s/d} nothing unexpected.<.p>","thing.t","DMsg(taste nothing, '{I} taste{s/d} nothing unexpected.<.p>');"
"DMsg","feel nothing","{I} {feel} nothing unexpected.<.p>","thing.t","DMsg(feel nothing, '{I} {feel} nothing unexpected.<.p>');"
"DMsg","report take","Taken. | {I} {take} {1}. ', gActionListStr","thing.t","DMsg(report take, 'Taken. | {I} {take} {1}. ', gActionListStr);"
"DMsg","too big to carry","{The subj dobj} {is} too big for {me} to carry.","thing.t","DMsg(too big to carry, '{The subj dobj} {is} too big for {me} to carry. ');"
"DMsg","cannot carry any more","{I} {can\'t} carry any more than {i}{\'m} already carrying.","thing.t","DMsg(cannot carry any more, '{I} {can\'t} carry any more than {i}{\'m} already carrying. ');"
"DMsg","report drop","Dropped. |{I} drop{s/?ed} {1}. ', gActionListStr","thing.t","DMsg(report drop, 'Dropped. |{I} drop{s/?ed} {1}. ', gActionListStr); "
"DMsg","throw dir","{I} {throw} {the obj} {1} and {he obj}","thing.t","DMsg(throw dir, '{I} {throw} {the obj} {1} and {he obj}"
"DMsg","okay open","okayOpenMsg, gActionListStr","thing.t","DMsg(okay open, okayOpenMsg, gActionListStr);"
"DMsg","report close","Done. |{I} close{s/d} {1}. ', gActionListStr","thing.t","DMsg(report close, 'Done. |{I} close{s/d} {1}. ', gActionListStr);"
"DMsg","find hidden","\^{1} {the dobj} {i} {find} {2}<<if findHiddenDest == gActor>>, which {i} {take}<<end>>. ', prep.prep, makeListStr(self.(prop))","thing.t","DMsg(find hidden, '\^{1} {the dobj} {i} {find} {2}<<if findHiddenDest == gActor>>, which {i} {take}<<end>>. ', prep.prep, makeListStr(self.(prop)));"
"DMsg","report put on","{I} {put} {1} on {the iobj}. ', gActionListStr","thing.t","DMsg(report put on, '{I} {put} {1} on {the iobj}. ', gActionListStr); "
"DMsg","report put in","{I} {put} {1} in {the iobj}. ', gActionListStr","thing.t","DMsg(report put in, '{I} {put} {1} in {the iobj}. ', gActionListStr); "
"DMsg","no room in","There {dummy}{isn\'t} enough room for {the dobj} in {the iobj}.","thing.t","DMsg(no room in, 'There {dummy}{isn\'t} enough room for {the dobj} in {the iobj}. '); "
"DMsg","report put under","{I} {put} {1} under {the iobj}. ', gActionListStr","thing.t","DMsg(report put under, '{I} {put} {1} under {the iobj}. ', gActionListStr);"
"DMsg","no room under","There {dummy}{isn\'t} enough room for {the dobj} under {the iobj}.","thing.t","DMsg(no room under, 'There {dummy}{isn\'t} enough room for {the dobj} under {the iobj}. '); "
"DMsg","report put behind","{I} {put} {1} behind {the iobj}. ', gActionListStr","thing.t","DMsg(report put behind, '{I} {put} {1} behind {the iobj}. ', gActionListStr);"
"DMsg","no room behind","There {dummy}{isn\'t} enough room for {the dobj} behind {the iobj}.","thing.t","DMsg(no room behind, 'There {dummy}{isn\'t} enough room for {the dobj} behind {the iobj}. '); "
"DMsg","report unlock","okayUnlockMsg, gActionListStr","thing.t","DMsg(report unlock, okayUnlockMsg, gActionListStr);"
"DMsg","report lock","okayLockMsg, gActionListStr","thing.t","DMsg(report lock, okayLockMsg, gActionListStr);"
"DMsg","report turn on","Done.|{I} turn{s/ed} on {the dobj}.","thing.t","DMsg(report turn on, 'Done.|{I} turn{s/ed} on {the dobj}. ');"
"DMsg","report turn off","Done.|{I} turn{s/ed} off {the dobj}.","thing.t","DMsg(report turn off, 'Done.|{I} turn{s/ed} off {the dobj}. ');"
"DMsg","report switch","Okay, {i} turn{s/ed} {1} {2}. ', isOn ? 'on' : 'off', gActionListStr","thing.t","DMsg(report switch, 'Okay, {i} turn{s/ed} {1} {2}. ', isOn ? 'on' : 'off', gActionListStr);"
"DMsg","okay wear","Okay, {i}{\'m} now wearing {1}. ', gActionListStr","thing.t","DMsg(okay wear, 'Okay, {i}{\'m} now wearing {1}. ', gActionListStr);"
"DMsg","okay doff","Okay, {I}{\'m} no longer wearing {1}. ', gActionListStr","thing.t","DMsg(okay doff, 'Okay, {I}{\'m} no longer wearing {1}. ', gActionListStr);"
"DMsg","throw","{The subj obj} sail{s/ed} through the air and land{s/ed}","thing.t","DMsg(throw, '{The subj obj} sail{s/ed} through the air and land{s/ed}"
"DMsg","okay get on","{I} {get} on {1}. ', gActionListStr","thing.t","DMsg(okay get on, '{I} {get} on {1}. ', gActionListStr);"
"DMsg","okay get in","{I} {get} in {1}. ', gActionListStr","thing.t","DMsg(okay get in, '{I} {get} in {1}. ', gActionListStr);"
"DMsg","okay move to","{I} move{s/d} {1} {dummy} to {the iobj}. ', gActionListStr","thing.t","DMsg(okay move to, '{I} move{s/d} {1} {dummy} to {the iobj}. ', gActionListStr);"
"DMsg","okay lit","Done.|{I} {light} {1}. ', gActionListStr","thing.t","DMsg(okay lit,'Done.|{I} {light} {1}. ', gActionListStr);"
"DMsg","extinguish","{I} {put} out {1}. ', gActionListStr","thing.t","DMsg(extinguish, '{I} {put} out {1}. ', gActionListStr);"
"DMsg","eat","{I} {eat} {1}. ', gActionListStr","thing.t","DMsg(eat, '{I} {eat} {1}. ', gActionListStr);"
"DMsg","okay clean","Cleaned|{I} clean{s/ed} {1}. ', gActionListStr","thing.t","DMsg(okay clean, 'Cleaned|{I} clean{s/ed} {1}. ', gActionListStr)"
"DMsg","throw at","{The subj obj} {strikes} {the iobj} and land{s/ed}","thing.t","DMsg(throw at, '{The subj obj} {strikes} {the iobj} and land{s/ed}"
"DMsg","okay turn to","Okay, {I} turn{s/ed} {1} to {2}', gActionListStr, gLiteral","thing.t","DMsg(okay turn to, 'Okay, {I} turn{s/ed} {1} to {2}', gActionListStr, gLiteral);"
"DMsg","okay set to","Okay, {i} {set} {1} to {2}', gActionListStr, curSetting","thing.t","DMsg(okay set to, 'Okay, {i} {set} {1} to {2}', gActionListStr, curSetting); "
"DMsg","route unknown","{I} {don\'t know} how to get there.","thing.t","DMsg(route unknown, '{I} {don\'t know} how to get there. ');"
"DMsg","destination unknown","{I} {don\'t know} how to reach {him dobj}.'","thing.t","DMsg(destination unknown, '{I} {don\'t know} how to reach {him dobj}.' );"
"DMsg","okay fasten","Done|{I} fasten{s/ed} {1}. ', gActionListStr","thing.t","DMsg(okay fasten, 'Done|{I} fasten{s/ed} {1}. ', gActionListStr);"
"DMsg","report kiss","Kissing {1} {dummy}prove{s/d} remarkably unrewarding. ', gActionListStr","thing.t","DMsg(report kiss, 'Kissing {1} {dummy}prove{s/d} remarkably unrewarding. ', gActionListStr); "
"DMsg","jump off","{I} jump{s/ed} off {1} and land{s/ed} on the ground', gActionListStr","thing.t","DMsg(jump off, '{I} jump{s/ed} off {1} and land{s/ed} on the ground', gActionListStr);"
"DMsg","before push travel dir","{I} push{es/ed} {the dobj} {1}. ', dir.departureName","thing.t","DMsg(before push travel dir, '{I} push{es/ed} {the dobj} {1}. ', dir.departureName);"
"DMsg","describe move pushable","{The subj obj} {comes} to a halt. '","thing.t","DMsg(describe move pushable, '{The subj obj} {comes} to a halt. ' );"
"DMsg","push travel traversal","{I} push{es/ed} {the dobj} {1}. ', gIobj.traversalMsg","thing.t","DMsg(push travel traversal, '{I} push{es/ed} {the dobj} {1}. ', gIobj.traversalMsg);"
"DMsg","push travel somewhere","{I} push{es/ed} {the dobj} {1}","thing.t","DMsg(push travel somewhere, '{I} push{es/ed} {the dobj} {1}"
"DMsg","purloin","{I} suddenly {find} {myself} holding {1}. ', gActionListStr","thing.t","DMsg(purloin, '{I} suddenly {find} {myself} holding {1}. ', gActionListStr );"
"DMsg","gonear","{I} {am} translated in the twinkling of an eye...<.p>","thing.t","DMsg(gonear, '{I} {am} translated in the twinkling of an eye...<.p>');"
"DMsg","okay unlock with","okayUnlockWithMsg, gActionListStr","thing.t","DMsg(okay unlock with, okayUnlockWithMsg, gActionListStr);"
"DMsg","okay lock with","okayLockWithMsg, gActionListStr","thing.t","DMsg(okay lock with, okayLockWithMsg, gActionListStr);"
"DMsg","leads nowhere","Unfortunately {1} {dummy} {doesn\'t lead}","travel.t","DMsg(leads nowhere, 'Unfortunately {1} {dummy} {doesn\'t lead}"
"DMsg","say departing through door","{The subj traveler} {leaves} through {1}. ', theName","travel.t","DMsg(say departing through door, '{The subj traveler} {leaves} through {1}. ', theName);"
"DMsg","say following through door","{The subj follower} follow{s/ed} {the leader} through {1}. ', theName","travel.t","DMsg(say following through door, '{The subj follower} follow{s/ed} {the leader} through {1}. ', theName);"
"DMsg","say departing vague","<.p>{The subj traveler} {leaves} the area.","travel.t","DMsg(say departing vague, '<.p>{The subj traveler} {leaves} the area. ');"
"DMsg","say departing dir","<.p>{The subj traveler} {goes} {1}. ' , depdir.departureName","travel.t","DMsg(say departing dir, '<.p>{The subj traveler} {goes} {1}. ' , depdir.departureName);"
"DMsg","say following vague","<.p>{The subj follower} follow{s/ed} {the leader}.","travel.t","DMsg(say following vague, '<.p>{The subj follower} follow{s/ed} {the leader}. ');"
"DMsg","say following dir","<.p>{The subj follower} follow{s/ed} {the leader} {1}. ', depdir.departureName","travel.t","DMsg(say following dir, '<.p>{The subj follower} follow{s/ed} {the leader} {1}. ', depdir.departureName);"
"BMsg","fail check","{I} {cannot} do that (but the author of this game failed to specify why).","action.t","BMsg(fail check, '{I} {cannot} do that (but the author of this game failed to specify why).')"
"BMsg","mention full score","To see your complete list of achievements, use the <<aHref('full score', 'FULL SCORE', 'show full score')>> command. ')","actions.t","BMsg(mention full score, 'To see your complete list of achievements, use the <<aHref('full score', 'FULL SCORE', 'show full score')>> command. '));"
"BMsg","extra hints off","off","actions.t","BMsg(extra hints off, 'off')"
"BMsg","extra hints on","on","actions.t","BMsg(extra hints on, 'on')"
"BMsg","extra hints command","EXTRA","actions.t","BMsg(extra hints command, 'EXTRA ')"
"BMsg","explain continue","To continue the journey use the command <<aHref('Continue','CONTINUE','Continue')>> or C.","actions.t","BMsg(explain continue, 'To continue the journey use the command <<aHref('Continue','CONTINUE','Continue')>> or C. ');"
"BMsg","get scripting prompt","Please select a name for the new script file')","actions.t","BMsg(get scripting prompt, 'Please select a name for the new script file'))"
"BMsg","scripting okay web temp","<.parser>The transcript will be saved. Type <<aHref('script off', 'SCRIPT OFF', 'Turn off scripting')>> to discontinue scripting and download the saved transcript.<./parser>","actions.t","BMsg(scripting okay web temp, '<.parser>The transcript will be saved. Type <<aHref('script off', 'SCRIPT OFF', 'Turn off scripting')>> to discontinue scripting and download the saved transcript.<./parser> ')"
"BMsg","scripting okay","<.parser>The transcript will be saved to the file. Type <<aHref('script off', 'SCRIPT OFF', 'Turn off scripting')>> to discontinue scripting.<./parser>","actions.t","BMsg(scripting okay, '<.parser>The transcript will be saved to the file. Type <<aHref('script off', 'SCRIPT OFF', 'Turn off scripting')>> to discontinue scripting.<./parser> ')"
"BMsg","get recording prompt","Please select a name for the new command log file')","actions.t","BMsg(get recording prompt, 'Please select a name for the new command log file'))"
"BMsg","recording okay","<.parser>Commands will now be recorded. Type <<aHref('record off', 'RECORD OFF', 'Turn off recording')>> to stop recording commands.<./parser> ')","actions.t","BMsg(recording okay, '<.parser>Commands will now be recorded. Type <<aHref('record off', 'RECORD OFF', 'Turn off recording')>> to stop recording commands.<./parser> ')); "
"BMsg","get replay prompt","Please select the command log file to replay')","actions.t","BMsg(get replay prompt, 'Please select the command log file to replay'))"
"BMsg","get save prompt","Save game to file')","actions.t","BMsg(get save prompt, 'Save game to file'))"
"BMsg","get restore prompt","Restore game from file'), InFileOpen, FileTypeT3Save, 0","actions.t","BMsg(get restore prompt, 'Restore game from file'), InFileOpen, FileTypeT3Save, 0);"
"BMsg","cannot take actor","{The subj dobj} {won\'t} let {me}","actor.t","BMsg(cannot take actor, '{The subj dobj} {won\'t} let {me}"
"BMsg","no response","{The subj cobj} {doesnot respond[ed]}.","actor.t","BMsg(no response, '{The subj cobj} {doesnot respond[ed]}. ')"
"BMsg","refuse command","{I} {have} better things to do.","actor.t","BMsg(refuse command, '{I} {have} better things to do. ')"
"BMsg","follow actor","{I} follow{s/ed} {1}. ', theName","actor.t","BMsg(follow actor, '{I} follow{s/ed} {1}. ', theName)"
"BMsg","actor stays put","{I} wait{s/ed} in vain for {1} to go anywhere. ', theName","actor.t","BMsg(actor stays put, '{I} wait{s/ed} in vain for {1} to go anywhere. ', theName)"
"BMsg","cannot take from actor","{The subj this} {won\'t} let {me}","actor.t","BMsg(cannot take from actor, '{The subj this} {won\'t} let {me}"
"BMsg","should not kiss","That hardly {dummy} seem{s/ed}","actor.t","BMsg(should not kiss, 'That hardly {dummy} seem{s/ed}"
"BMsg","kiss response","{The subj dobj} {doesn\'t like[d]}","actor.t","BMsg(kiss response, '{The subj dobj} {doesn\'t like[d]}"
"BMsg","should not attack","That hardly {dummy} seem{s/ed}","actor.t","BMsg(should not attack, 'That hardly {dummy} seem{s/ed}"
"BMsg","wait to see","{I} wait{s/ed} to see where {he dobj}","actor.t","BMsg(wait to see, '{I} wait{s/ed} to see where {he dobj}"
"BMsg","dont know where gone","{I} {don\'t know} where {the subj dobj} {has} gone.","actor.t","BMsg(dont know where gone, '{I} {don\'t know} where {the subj dobj} {has} gone. ')"
"BMsg","cannot start from here","{I}{\'m} not where {i}","actor.t","BMsg(cannot start from here, '{I}{\'m} not where {i}"
"BMsg","cannot follow from here","{I} {can\'t} follow {him dobj} from {here}.","actor.t","BMsg(cannot follow from here, '{I} {can\'t} follow {him dobj} from {here}. ')"
"BMsg","say yes","say yes","actor.t","BMsg(say yes, 'say yes')"
"BMsg","say no","say no","actor.t","BMsg(say no, 'say no')"
"BMsg","say yes or no","say yes or no","actor.t","BMsg(say yes or no, 'say yes or no')"
"BMsg","say prefix","say","actor.t","BMsg(say prefix, 'say ')"
"BMsg","or list separator","; or","actor.t","BMsg(or list separator, '; or ')"
"BMsg","okay attach","{I} attach{es/ed} {1} to {the iobj}. ', gActionListStr","attachables.t","BMsg(okay attach, '{I} attach{es/ed} {1} to {the iobj}. ', gActionListStr) "
"BMsg","already attached","{The subj dobj} {is} already attached to {1}. ', attachedTo.theName","attachables.t","BMsg(already attached, '{The subj dobj} {is} already attached to {1}. ', attachedTo.theName)"
"BMsg","not attached","{The subj dobj} {is}n\'t attached to anything.","attachables.t","BMsg(not attached, '{The subj dobj} {is}n\'t attached to anything. ')"
"BMsg","okay detach","{I} detach{es/ed} {1}. ', gActionListStr","attachables.t","BMsg(okay detach, '{I} detach{es/ed} {1}. ', gActionListStr)"
"BMsg","okay detach from","{I} detach{es/ed} {1} from {the iobj}. ', gActionListStr","attachables.t","BMsg(okay detach from, '{I} detach{es/ed} {1} from {the iobj}. ', gActionListStr)"
"BMsg","cannot detach this","{The subj dobj} {cannot} be detached from {1}. ', location.theName","attachables.t","BMsg(cannot detach this, '{The subj dobj} {cannot} be detached from {1}. ', location.theName)"
"BMsg","cannot detach from this ","The {subj dobj}","attachables.t","BMsg(cannot detach from this , 'The {subj dobj}"
"BMsg","not attached to that","{The subj dobj} {isn\'t}","attachables.t","BMsg(not attached to that, '{The subj dobj} {isn\'t}"
"BMsg","nothing attached","There {dummy} {isn\'t} anything attached to {the iobj}.","attachables.t","BMsg(nothing attached, 'There {dummy} {isn\'t} anything attached to {the iobj}. ')"
"BMsg","cannot be attached","{The subj dobj} {cannot} be attached to {the iobj}.","attachables.t","BMsg(cannot be attached, '{The subj dobj} {cannot} be attached to {the iobj}. ')"
"BMsg","cannot attach to more","{I} {can\'t} attach {the dobj} to anything else while {he dobj}{\'s} attached to {1}. ', makeListStr(attachedToList, &theName)","attachables.t","BMsg(cannot attach to more, '{I} {can\'t} attach {the dobj} to anything else while {he dobj}{\'s} attached to {1}. ', makeListStr(attachedToList, &theName)) "
"BMsg","okay plug","{I} plug{s/?ed} {1} into {the iobj}. ', gActionListStr","attachables.t","BMsg(okay plug, '{I} plug{s/?ed} {1} into {the iobj}. ', gActionListStr) "
"BMsg","already plugged in","{The subj dobj} {is} already plugged into {1}. ', attachedTo.theName","attachables.t","BMsg(already plugged in, '{The subj dobj} {is} already plugged into {1}. ', attachedTo.theName)"
"BMsg","already plugged in vagaue","{The subj {dobj} {is}","attachables.t","BMsg(already plugged in vagaue, '{The subj {dobj} {is}"
"BMsg","cannot plug in any more","{I} {can\'t} plug any more into {the iobj}.","attachables.t","BMsg(cannot plug in any more, '{I} {can\'t} plug any more into {the iobj}. ')"
"BMsg","cannot be plugged in","{The subj dobj} {can\'t}","attachables.t","BMsg(cannot be plugged in, '{The subj dobj} {can\'t}"
"BMsg","okay unplug from","{I} unplug{s/?ed} {1} from {the iobj}. ', gActionListStr","attachables.t","BMsg(okay unplug from, '{I} unplug{s/?ed} {1} from {the iobj}. ', gActionListStr)"
"BMsg","not plugged in","{The subj dobj} {isn\'t} plugged into anything.","attachables.t","BMsg(not plugged in, '{The subj dobj} {isn\'t} plugged into anything. ') "
"BMsg","not plugged into that","{The subj dobj} {isn\'t}","attachables.t","BMsg(not plugged into that, '{The subj dobj} {isn\'t}"
"BMsg","okay unplug","{I} unplug{s/?ed} {1}. ', gActionListStr","attachables.t","BMsg(okay unplug, '{I} unplug{s/?ed} {1}. ', gActionListStr)"
"BMsg","being worn"," (being worn)","english.t","BMsg(being worn, ' (being worn)');"
"BMsg","implicit action report start","(first","english.t","BMsg(implicit action report start, '(first ');"
"BMsg","implicit action report separator","then","english.t","BMsg(implicit action report separator, 'then ');"
"BMsg","implicit action report terminator",")\n","english.t","BMsg(implicit action report terminator, ')\n');"
"BMsg","implicit action report failure","trying to","english.t","BMsg(implicit action report failure, 'trying to ') "
"BMsg","exits","Exits:","exits.t","BMsg(exits, 'Exits:');"
"BMsg","say burned out","{The subj obj} {goes} out","fueled.t","BMsg(say burned out, '{The subj obj} {goes} out')"
"BMsg","plunged into darkness",", plunging {1} into darkness', gPlayerChar.theName","fueled.t","BMsg(plunged into darkness, ', plunging {1} into darkness', gPlayerChar.theName)"
"BMsg","wont light","\^{1} {dummy} {won\'t} light. ', theName","fueled.t","BMsg(wont light, '\^{1} {dummy} {won\'t} light. ', theName)"
"BMsg","standing","standing","postures.t","BMsg(standing, 'standing')"
"BMsg","i stand","{I} {stand}","postures.t","BMsg(i stand, '{I} {stand}')"
"BMsg","sitting","sitting","postures.t","BMsg(sitting, 'sitting')"
"BMsg","i sit","{I} {sit}","postures.t","BMsg(i sit, '{I} {sit}')"
"BMsg","lying","lying","postures.t","BMsg(lying, 'lying')"
"BMsg","i lie","{I} {lie}","postures.t","BMsg(i lie, '{I} {lie}')"
"BMsg","okay stand on","{I} {stand} on {1}. ', gActionListStr","postures.t","BMsg(okay stand on, '{I} {stand} on {1}. ', gActionListStr)"
"BMsg","okay sit on","{I} {sit} on {1}. ', gActionListStr","postures.t","BMsg(okay sit on, '{I} {sit} on {1}. ', gActionListStr)"
"BMsg","okay lie on","{I} {lie} on {1}. ', gActionListStr","postures.t","BMsg(okay lie on, '{I} {lie} on {1}. ', gActionListStr)"
"BMsg","cannot stand in","{I} {can\'t} stand in {the dobj}.","postures.t","BMsg(cannot stand in, '{I} {can\'t} stand in {the dobj}. ')"
"BMsg","okay stand in","{I} {stand} in {1}. ', gActionListStr","postures.t","BMsg(okay stand in, '{I} {stand} in {1}. ', gActionListStr)"
"BMsg","okay sit in","{I} {sit} in {1}. ', gActionListStr","postures.t","BMsg(okay sit in, '{I} {sit} in {1}. ', gActionListStr)"
"BMsg","cannot sit in","{I} {can\'t} sit in {the dobj}.","postures.t","BMsg(cannot sit in, '{I} {can\'t} sit in {the dobj}. ')"
"BMsg","okay lie in","{I} {lie} in {1}. ', gActionListStr","postures.t","BMsg(okay lie in, '{I} {lie} in {1}. ', gActionListStr)"
"BMsg","cannot lie in","{I} {can\'t} lie in {the dobj}.","postures.t","BMsg(cannot lie in, '{I} {can\'t} lie in {the dobj}. ')"
"BMsg","actor nested location posture name"," (<<actor.posture.participle>> <<actor.location.objInPrep>> <<actor.location.theName>>)","postures.t","BMsg(actor nested location posture name, ' (<<actor.posture.participle>> <<actor.location.objInPrep>> <<actor.location.theName>>)');"
"BMsg","sky beyond reach","{The subj cobj} {is} way beyond {my} reach.","roomparts.t","BMsg(sky beyond reach, '{The subj cobj} {is} way beyond {my} reach. ')"
"BMsg","cannot do to sensory","{I} {can\'t} do that to {a cobj}.","sensory.t","BMsg(cannot do to sensory, '{I} {can\'t} do that to {a cobj}. ')"
"BMsg","only smell","{I} {can\'t} do that to a smell.","extras.t","BMsg(only smell, '{I} {can\'t} do that to a smell. ')"
"BMsg","only listen","{I} {can\'t} do that to a sound.","extras.t","BMsg(only listen, '{I} {can\'t} do that to a sound. ')"
"BMsg","nothing on","{I} {find} nothing of interest on {the dobj}.","extras.t","BMsg(nothing on, '{I} {find} nothing of interest on {the dobj}. ')"
"BMsg","cannot take component","{I} {can\'t} have {that dobj}, {he dobj}{\'s} part of {1}. ', location.theName","extras.t","BMsg(cannot take component, '{I} {can\'t} have {that dobj}, {he dobj}{\'s} part of {1}. ', location.theName)"
"BMsg","distant","{The subj cobj} {is} too far away.","extras.t","BMsg(distant, '{The subj cobj} {is} too far away. ')"
"BMsg","unthing absent","{The subj cobj} {isn\'t} {here}.","extras.t","BMsg(unthing absent, '{The subj cobj} {isn\'t} {here}. ')"
"BMsg","too heavy","{The subj dobj} {is} too heavy to move.","extras.t","BMsg(too heavy, '{The subj dobj} {is} too heavy to move. ')"
"BMsg","cannot take immovable","{I} {cannot} take {the dobj).","extras.t","BMsg(cannot take immovable, '{I} {cannot} take {the dobj). ')"
"BMsg","traverse stairway up","up {1}', theName","extras.t","BMsg(traverse stairway up, 'up {1}', theName)"
"BMsg","traverse stairway down","down {1}', theName","extras.t","BMsg(traverse stairway down, 'down {1}', theName)"
"BMsg","traverse path passage","down {1}', theName","extras.t","BMsg(traverse path passage, 'down {1}', theName)"
"BMsg","cannot take container door","{I} {can\'t} have {the dobj}; {he dobj}{\'s} part of {1}. ', location.theName","extras.t","BMsg(cannot take container door, '{I} {can\'t} have {the dobj}; {he dobj}{\'s} part of {1}. ', location.theName)"
"BMsg","already pulled","{The subj dobj} {is} already in the pulled position.","gadget.t","BMsg(already pulled, '{The subj dobj} {is} already in the pulled position. ')"
"BMsg","already pushed","{The subj dobj} {is} already in the pushed position.","gadget.t","BMsg(already pushed, '{The subj dobj} {is} already in the pushed position. ');"
"BMsg","invalid setting","That {dummy} {is} not a valid setting for {the dobj}.","gadget.t","BMsg(invalid setting, 'That {dummy} {is} not a valid setting for {the dobj}. ')"
"BMsg","okay set","{I} {set} {the dobj} to {1}. ', curSetting","gadget.t","BMsg(okay set, '{I} {set} {the dobj} to {1}. ', curSetting)"
"BMsg","already set","{The subj dobj} {is} already set to {1}. ', curSetting","gadget.t","BMsg(already set, '{The subj dobj} {is} already set to {1}. ', curSetting)"
"BMsg","extra hint cmd str","<<aHref('EXTRA ' + stat, 'EXTRA ' + stat, 'Turning extra hints ' + stat.toLower)>>","hintsys.t","BMsg(extra hint cmd str, '<<aHref('EXTRA ' + stat, 'EXTRA ' + stat, 'Turning extra hints ' + stat.toLower)>>');"
"BMsg","finish death","YOU HAVE DIED","misc.t","BMsg(finish death, 'YOU HAVE DIED');"
